-4.3497070313,-0.5861816406,6.2111328125,-0.2718566895,-0.0366363525,0.3881958008,0
17.5256347656,1.3853027344,19.5994018555,1.0953521729,0.0865814209,1.224962616,0
-1.5862792969,0.8086914063,9.283203125,-0.0991424561,0.0505432129,0.5802001953,0
-1.9451660156,0.8756835938,9.2377441406,-0.121572876,0.0547302246,0.5773590088,0
-2.0073730469,0.8565429688,9.0606933594,-0.1254608154,0.0535339355,0.566293335,0
-0.8086914063,1.9044921875,8.9219238281,-0.0505432129,0.1190307617,0.5576202393,0
-1.091015625,0.7345214844,9.8765625,-0.0681884766,0.0459075928,0.6172851563,0
-15.0277832031,-4.0099609375,17.4801757813,-0.9392364502,-0.2506225586,1.0925109863,0
-4.2444335938,0.7751953125,12.4318359375,-0.2652770996,0.048449707,0.7769897461,0
-1.4905761719,1.0407714844,9.2186035156,-0.0931610107,0.0650482178,0.5761627197,0
-1.9164550781,0.7799804688,9.2042480469,-0.1197784424,0.0487487793,0.5752655029,0
-2.0791503906,0.9020019531,9.627734375,-0.1299468994,0.0563751221,0.6017333984,0
0.8589355469,5.5890625,3.9860351563,0.0536834717,0.3493164063,0.2491271973,0
-10.0823242188,5.6560546875,13.0371582031,-0.6301452637,0.353503418,0.8148223877,0
1.4953613281,-8.7496582031,-1.4283691406,0.093460083,-0.5468536377,-0.0892730713,0
-1.5767089844,0.8062988281,9.0654785156,-0.0985443115,0.0503936768,0.5665924072,0
-1.8901367188,0.8302246094,9.2712402344,-0.1181335449,0.0518890381,0.5794525146,0
-1.7920410156,0.7129882813,9.6301269531,-0.1120025635,0.0445617676,0.6018829346,0
-0.1100585938,6.8858398438,11.7451660156,-0.0068786621,0.4303649902,0.734072876,0
-8.5726074219,-2.5696289063,14.3171875,-0.5357879639,-0.1606018066,0.8948242188,0
4.8138671875,1.7059082031,18.2212768555,0.3008666992,0.1066192627,1.1388298035,0
-2.0073730469,0.9785644531,9.0463378906,-0.1254608154,0.0611602783,0.5653961182,0
-2.3782226563,0.937890625,8.9338867188,-0.148638916,0.0586181641,0.5583679199,0
-2.7107910156,1.3422363281,7.4552734375,-0.1694244385,0.0838897705,0.4659545898,0
