0,0,0,0,0,0,4
-6.1082519531,2.2825195313,6.4432128906,-0.3817657471,0.1426574707,0.4027008057,4
-6.0915039063,2.5289550781,6.5173828125,-0.3807189941,0.1580596924,0.4073364258,4
-5.8498535156,2.7729980469,6.4336425781,-0.3656158447,0.1733123779,0.4021026611,4
-5.9312011719,2.8806640625,6.5341308594,-0.3707000732,0.1800415039,0.4083831787,4
-6.0699707031,2.7012207031,6.5125976563,-0.3793731689,0.1688262939,0.4070373535,4
-6.0915039063,2.1557128906,6.5748046875,-0.3807189941,0.1347320557,0.410925293,4
-6.2230957031,1.8135742188,6.6441894531,-0.3889434814,0.1133483887,0.4152618408,4
-6.3499023438,1.2800292969,6.450390625,-0.3968688965,0.0800018311,0.4031494141,4
-6.3451171875,1.3183105469,6.4527832031,-0.3965698242,0.0823944092,0.4032989502,4
-6.2087402344,1.4068359375,6.6322265625,-0.3880462646,0.0879272461,0.4145141602,4
-6.105859375,2.1413574219,6.62265625,-0.3816162109,0.1338348389,0.4139160156,4
-6.105859375,1.8351074219,6.680078125,-0.3816162109,0.1146942139,0.4175048828,4
-5.9623046875,2.3854003906,6.6059082031,-0.372644043,0.1490875244,0.4128692627,4
-6.0747558594,2.6749023438,6.5078125,-0.3796722412,0.1671813965,0.4067382813,4
-5.761328125,3.1079589844,6.4743164063,-0.3600830078,0.1942474365,0.4046447754,4
-5.6775878906,3.349609375,6.4719238281,-0.3548492432,0.2093505859,0.4044952393,4
-5.7780761719,3.1486328125,6.565234375,-0.3611297607,0.1967895508,0.4103271484,4
-5.8977050781,2.7921386719,6.3642578125,-0.3686065674,0.174508667,0.3977661133,4
-6.0699707031,2.4715332031,6.5317382813,-0.3793731689,0.1544708252,0.4082336426,4
-6.5006347656,2.1413574219,6.3307617188,-0.4062896729,0.1338348389,0.3956726074,4
-7.3619628906,2.9955078125,1.6915527344,-0.4601226807,0.1872192383,0.1057220459,4
-7.4026367188,2.7706054688,0.9283203125,-0.4626647949,0.1731628418,0.0580200195,4
-9.2401367188,5.8618164063,3.3089355469,-0.5775085449,0.3663635254,0.2068084717,4
-8.46015625,3.923828125,1.5408203125,-0.5287597656,0.2452392578,0.0963012695,4
-7.981640625,4.4836914063,1.7083007813,-0.4988525391,0.2802307129,0.1067687988,4
-7.9361816406,4.7205566406,1.72265625,-0.4960113525,0.29503479,0.1076660156,4
-7.9744628906,4.306640625,1.9475585938,-0.4984039307,0.2691650391,0.1217224121,4
-8.1874023438,4.1295898438,1.7657226563,-0.5117126465,0.2580993652,0.110357666,4
-8.3740234375,3.5816894531,1.5336425781,-0.5233764648,0.2238555908,0.0958526611,4
-8.6348144531,2.966796875,1.4140136719,-0.5396759033,0.1854248047,0.0883758545,4
-8.7687988281,2.7203613281,1.071875,-0.5480499268,0.170022583,0.0669921875,4
-8.99609375,2.2203125,0.9666015625,-0.5622558594,0.1387695313,0.0604125977,4
-9.0702636719,1.5862792969,0.7129882813,-0.5668914795,0.0991424561,0.0445617676,4
-9.0415527344,1.0312011719,0.3182128906,-0.5650970459,0.0644500732,0.0198883057,4
-9.1922851563,-0.5574707031,0.0550292969,-0.5745178223,-0.0348419189,0.0034393311,4
-9.3525878906,-0.0406738281,-0.0550292969,-0.5845367432,-0.0025421143,-0.0034393311,4
-9.3166992188,-0.6555664063,-0.6053222656,-0.5822937012,-0.0409729004,-0.0378326416,4
-9.2808105469,-1.0790527344,-0.7393066406,-0.5800506592,-0.0674407959,-0.046206665,4
-9.2018554688,-1.2202148438,-0.861328125,-0.5751159668,-0.0762634277,-0.0538330078,4
-9.2592773438,-1.0216308594,-0.6292480469,-0.578704834,-0.0638519287,-0.0393280029,4
-9.2353515625,-0.7704101563,-0.2201171875,-0.5772094727,-0.0481506348,-0.0137573242,4
-9.1970703125,-0.3852050781,-0.0622070313,-0.5748168945,-0.0240753174,-0.0038879395,4
-9.244921875,0.0741699219,0.2799316406,-0.5778076172,0.0046356201,0.0174957275,4
-9.244921875,0.7728027344,0.9809570313,-0.5778076172,0.0483001709,0.0613098145,4
-8.9984863281,1.703515625,1.3613769531,-0.5624053955,0.1064697266,0.0850860596,4
-8.8692871094,2.5815917969,1.5647460938,-0.5543304443,0.1613494873,0.0977966309,4
-8.5462890625,3.2060546875,2.5361328125,-0.5341430664,0.200378418,0.1585083008,4
