0,0,0,0,0,0, Walk
1.0168457031,2.8112792969,9.1372558594,0.0635528564,0.1757049561,0.5710784912, Walk
1.0479492188,2.79453125,8.9578125,0.0654968262,0.1746582031,0.5598632813, Walk
0.91875,2.8495605469,8.9267089844,0.057421875,0.1780975342,0.5579193115, Walk
1.0431640625,3.0002929688,9.1659667969,0.0651977539,0.1875183105,0.5728729248, Walk
3.5936523438,7.84765625,9.1348632813,0.2246032715,0.4904785156,0.5709289551, Walk
2.33515625,6.1297851563,9.321484375,0.1459472656,0.3831115723,0.5825927734, Walk
-0.3397460938,-0.6125,10.8383789063,-0.0212341309,-0.03828125,0.6773986816, Walk
10.5177734375,1.64609375,12.7333007813,0.6573608398,0.1028808594,0.7958312988, Walk
0.6603515625,2.9309082031,9.9076660156,0.0412719727,0.1831817627,0.619229126, Walk
1.1604003906,2.48828125,9.0487304688,0.0725250244,0.1555175781,0.5655456543, Walk
1.167578125,2.3423339844,9.2592773438,0.0729736328,0.146395874,0.578704834, Walk
1.1508300781,1.4211914063,10.4555664063,0.0719268799,0.0888244629,0.6534729004, Walk
3.6582519531,10.2163085938,4.7875488281,0.2286407471,0.6385192871,0.2992218018, Walk
-4.9358886719,6.182421875,10.4196777344,-0.308493042,0.3864013672,0.6512298584, Walk
-16.3341308594,-4.8330078125,0.2823242188,-1.0208831787,-0.3020629883,0.0176452637, Walk
1.4403320313,2.5935546875,10.0033691406,0.090020752,0.162097168,0.6252105713, Walk
1.3733398438,2.8375976563,8.9697753906,0.0858337402,0.1773498535,0.5606109619, Walk
1.33984375,2.5409179688,9.0463378906,0.0837402344,0.158807373,0.5653961182, Walk
1.6700195313,1.0766601563,8.9123535156,0.1043762207,0.0672912598,0.5570220947, Walk
5.0961914063,6.8236328125,9.2903808594,0.3185119629,0.4264770508,0.5806488037, Walk
-1.4690429688,2.8926269531,13.6018066406,-0.0918151855,0.1807891846,0.850112915, Walk
-13.7573242188,-6.9025878906,6.0986816406,-0.8598327637,-0.4314117432,0.3811676025, Walk
1.4140136719,2.4284667969,12.5418945313,0.0883758545,0.1517791748,0.7838684082, Walk
1.4570800781,2.8064941406,8.8836425781,0.0910675049,0.1754058838,0.5552276611, Walk
2.392578125,2.7299316406,8.7137695313,0.1495361328,0.1706207275,0.5446105957, Walk
1.1771484375,1.2321777344,10.201953125,0.0735717773,0.0770111084,0.6376220703, Walk
1.2776367188,10.4077148438,5.359375,0.0798522949,0.6504821777,0.3349609375, Walk
-3.2826171875,5.7350097656,16.996875,-0.2051635742,0.3584381104,1.0623046875, Walk
-7.8165527344,1.3733398438,1.1340820313,-0.4885345459,0.0858337402,0.070880127, Walk
1.3111328125,2.6007324219,9.6133789063,0.0819458008,0.1625457764,0.6008361816, Walk
1.6341308594,3.0146484375,8.7329101563,0.1021331787,0.1884155273,0.5458068848, Walk
1.7681152344,2.5528808594,8.9123535156,0.1105072021,0.1595550537,0.5570220947, Walk
2.87109375,2.7060058594,19.5994018555,0.1794433594,0.1691253662,1.224962616, Walk
-2.1581054688,2.8854492188,10.7713867188,-0.1348815918,0.1803405762,0.6732116699, Walk
19.6,-1.2417480469,4.6176757813,1.225,-0.0776092529,0.2886047363, Walk
4.9861328125,-3.0912109375,17.1763183594,0.3116333008,-0.1932006836,1.0735198975, Walk
1.7657226563,3.1438476563,8.5773925781,0.110357666,0.1964904785,0.5360870361, Walk
1.6580566406,2.7706054688,9.1348632813,0.10362854,0.1731628418,0.5709289551, Walk
2.3782226563,0.5574707031,9.91484375,0.148638916,0.0348419189,0.6196777344, Walk
1.7609375,10.7618164063,8.5702148438,0.1100585938,0.6726135254,0.5356384277, Walk
-5.5005371094,7.6682128906,19.5994018555,-0.3437835693,0.4792633057,1.224962616, Walk
5.7062988281,3.5553710938,19.5904296875,0.3566436768,0.2222106934,1.2244018555, Walk
2.086328125,2.3255859375,9.3310546875,0.1303955078,0.1453491211,0.583190918, Walk
1.512109375,3.3615722656,9.8,0.0945068359,0.2100982666,0.6125, Walk
1.5814941406,0.6603515625,9.8717773438,0.0988433838,0.0412719727,0.616986084, Walk
4.0889160156,12.2811035156,6.4575683594,0.255557251,0.7675689697,0.4035980225, Walk
-3.3137207031,6.2948730469,14.7861328125,-0.2071075439,0.3934295654,0.9241333008, Walk
-17.4634277344,-7.1896972656,2.9452636719,-1.0914642334,-0.4493560791,0.1840789795, Walk
0.9522460938,3.1510253906,9.1803222656,0.0595153809,0.1969390869,0.5737701416, Walk
1.8207519531,2.7969238281,8.9482421875,0.1137969971,0.1748077393,0.5592651367, Walk
1.1962890625,3.0529296875,8.9817382813,0.0747680664,0.1908081055,0.5613586426, Walk
-3.6702148438,2.7347167969,19.5994018555,-0.2293884277,0.1709197998,1.224962616, Walk
-1.6125976563,-0.7512695313,12.8864257813,-0.1007873535,-0.0469543457,0.8054016113, Walk
-16.7552246094,0.3110351563,10.6541503906,-1.0472015381,0.0194396973,0.6658843994, Walk
3.2897949219,-5.4383300781,19.5994018555,0.2056121826,-0.3398956299,1.224962616, Walk
1.703515625,3.3041503906,9.5798828125,0.1064697266,0.2065093994,0.5987426758, Walk
1.5647460938,2.4667480469,9.168359375,0.0977966309,0.1541717529,0.5730224609, Walk
5.6536621094,1.4714355469,9.3860839844,0.3533538818,0.0919647217,0.586630249, Walk
2.1102539063,2.2801269531,14.3913574219,0.1318908691,0.1425079346,0.8994598389, Walk
-7.6107910156,3.10078125,12.9055664063,-0.4756744385,0.1937988281,0.8065979004, Walk
1.7848632813,2.7777832031,8.7041992188,0.1115539551,0.1736114502,0.5440124512, Walk
1.6317382813,2.9141601563,9.1037597656,0.1019836426,0.1821350098,0.5689849854, Walk
1.5671386719,2.8734863281,8.7496582031,0.097946167,0.1795928955,0.5468536377, Walk
2.507421875,-0.8254394531,10.546484375,0.1567138672,-0.0515899658,0.6591552734, Walk
3.0313964844,12.8720703125,3.5051269531,0.1894622803,0.8045043945,0.2190704346, Walk
-4.957421875,5.9814453125,16.3556640625,-0.3098388672,0.373840332,1.0222290039, Walk
6.1537109375,5.6632324219,13.0921875,0.3846069336,0.3539520264,0.8182617188, Walk
1.8111816406,3.0026855469,9.3932617188,0.1131988525,0.1876678467,0.5870788574, Walk
2.0504394531,2.9356933594,8.7640136719,0.1281524658,0.183480835,0.5477508545, Walk
2.2944824219,2.7777832031,8.53671875,0.1434051514,0.1736114502,0.5335449219, Walk
5.3617675781,1.2584960938,19.5994018555,0.3351104736,0.0786560059,1.224962616, Walk
-1.9786621094,2.9189453125,11.790625,-0.1236663818,0.182434082,0.7369140625, Walk
19.6,-3.3017578125,2.3255859375,1.225,-0.2063598633,0.1453491211, Walk
2.3901855469,4.3688476563,11.1900878906,0.1493865967,0.2730529785,0.6993804932, Walk
2.02890625,3.1629882813,8.68984375,0.1268066406,0.1976867676,0.5431152344, Walk
1.4283691406,2.8806640625,8.5726074219,0.0892730713,0.1800415039,0.5357879639, Walk
7.2710449219,-0.1291992188,11.4173828125,0.4544403076,-0.0080749512,0.7135864258, Walk
1.2034667969,-1.6748046875,10.9699707031,0.0752166748,-0.104675293,0.6856231689, Walk
-12.2165039063,4.268359375,19.5994018555,-0.7635314941,0.2667724609,1.224962616, Walk
